position_epd,fen,total_games,covered_games,coverage,moves_json,white_practical_gamble_raw,white_practical_gamble,white_practical_gamble_games,white_practical_gamble_coverage,black_practical_gamble_raw,black_practical_gamble,black_practical_gamble_games,black_practical_gamble_coverage
1rbq1rk1/4ppbp/p2p1np1/nppP4/2P5/1PN3P1/P1QNPPBP/R1B2RK1 w - -,1rbq1rk1/4ppbp/p2p1np1/nppP4/2P5/1PN3P1/P1QNPPBP/R1B2RK1 w - - 0 12,715,715,1.0,"[{""games"":608,""share"":0.8503496503496504,""uci"":""c1b2""},{""games"":56,""share"":0.07832167832167833,""uci"":""a1b1""},{""games"":44,""share"":0.06153846153846154,""uci"":""c4b5""},{""games"":7,""share"":0.009790209790209791,""uci"":""e2e4""}]",0.002876480712619922,0.16167768882701009,707,1.0,0.0023978805294393446,0.13278802645318483,715,1.0
1rbq1rk1/4ppbp/p2p1np1/nppP4/2P5/1PN3P1/PBQNPPBP/R4RK1 b - -,1rbq1rk1/4ppbp/p2p1np1/nppP4/2P5/1PN3P1/PBQNPPBP/R4RK1 b - - 1 12,707,707,1.0,"[{""games"":415,""share"":0.5869872701555869,""uci"":""b5c4""},{""games"":62,""share"":0.0876944837340877,""uci"":""e7e5""},{""games"":42,""share"":0.0594059405940594,""uci"":""e7e6""},{""games"":38,""share"":0.05374823196605375,""uci"":""g7h6""},{""games"":36,""share"":0.05091937765205092,""uci"":""c8d7""},{""games"":31,""share"":0.04384724186704385,""uci"":""c8f5""},{""games"":23,""share"":0.03253182461103253,""uci"":""d8b6""},{""games"":16,""share"":0.02263083451202263,""uci"":""f6d7""},{""games"":12,""share"":0.016973125884016973,""uci"":""b5b4""},{""games"":11,""share"":0.015558698727015558,""uci"":""h7h5""},{""games"":8,""share"":0.011315417256011316,""uci"":""f6g4""},{""games"":5,""share"":0.007072135785007072,""uci"":""f8e8""},{""games"":3,""share"":0.004243281471004243,""uci"":""d8c7""},{""games"":3,""share"":0.004243281471004243,""uci"":""c8g4""},{""games"":1,""share"":0.0014144271570014145,""uci"":""f6e8""},{""games"":1,""share"":0.0014144271570014145,""uci"":""f6h5""}]",0.002876480712619922,0.16167768882701009,707,1.0,0.004341129304686331,0.25579533588583364,414,1.0
1rbq1rk1/ppp1ppbp/2np1np1/8/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ -,1rbq1rk1/ppp1ppbp/2np1np1/8/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ - 5 8,190,190,1.0,"[{""games"":144,""share"":0.7578947368421053,""uci"":""d1d2""},{""games"":13,""share"":0.06842105263157895,""uci"":""d4d5""},{""games"":8,""share"":0.042105263157894736,""uci"":""a1c1""},{""games"":6,""share"":0.031578947368421054,""uci"":""g2g4""},{""games"":5,""share"":0.02631578947368421,""uci"":""a2a4""},{""games"":5,""share"":0.02631578947368421,""uci"":""e2c1""},{""games"":4,""share"":0.021052631578947368,""uci"":""e2g3""},{""games"":2,""share"":0.010526315789473684,""uci"":""h2h4""},{""games"":2,""share"":0.010526315789473684,""uci"":""a2a3""},{""games"":1,""share"":0.005263157894736842,""uci"":""a1b1""}]",,,2,1.0,0.005989576858453471,0.3689523146536721,190,1.0
1rbqkb1r/p4ppp/2p2n2/nB2p1N1/8/5Q2/PPPP1PPP/RNB1K2R w KQk -,1rbqkb1r/p4ppp/2p2n2/nB2p1N1/8/5Q2/PPPP1PPP/RNB1K2R w KQk - 2 9,15757,15757,1.0,"[{""games"":9808,""share"":0.6224535127245034,""uci"":""b5c6""},{""games"":2968,""share"":0.18836072856508218,""uci"":""b5a4""},{""games"":2552,""share"":0.16195976391445072,""uci"":""b5d3""},{""games"":369,""share"":0.023418163355968774,""uci"":""b5e2""},{""games"":16,""share"":0.0010154217173319795,""uci"":""b5c4""},{""games"":14,""share"":0.000888494002665482,""uci"":""b1c3""},{""games"":10,""share"":0.0006346385733324871,""uci"":""a2a4""},{""games"":7,""share"":0.000444247001332741,""uci"":""b5f1""},{""games"":5,""share"":0.0003173192866662436,""uci"":""b2b4""},{""games"":2,""share"":0.00012692771466649744,""uci"":""c2c4""},{""games"":2,""share"":0.00012692771466649744,""uci"":""f3c6""},{""games"":1,""share"":6.346385733324872e-05,""uci"":""f3d3""},{""games"":1,""share"":6.346385733324872e-05,""uci"":""f3e3""},{""games"":1,""share"":6.346385733324872e-05,""uci"":""c2c3""},{""games"":1,""share"":6.346385733324872e-05,""uci"":""g5f7""}]",0.0029338781976552264,0.16637660981552385,9801,1.0,0.015493345947820092,0.7828054298642534,15757,1.0
2bqkbnr/r4ppp/p1npp3/1p6/4P3/1BN2N2/PP2QPPP/R1B2RK1 w k -,2bqkbnr/r4ppp/p1npp3/1p6/4P3/1BN2N2/PP2QPPP/R1B2RK1 w k - 2 10,1946,1946,1.0,"[{""games"":1274,""share"":0.6546762589928058,""uci"":""f1d1""},{""games"":443,""share"":0.2276464542651593,""uci"":""c1e3""},{""games"":115,""share"":0.05909558067831449,""uci"":""c1f4""},{""games"":48,""share"":0.024665981500513873,""uci"":""c1g5""},{""games"":27,""share"":0.013874614594039054,""uci"":""a2a4""},{""games"":12,""share"":0.006166495375128468,""uci"":""e4e5""},{""games"":9,""share"":0.0046248715313463515,""uci"":""a2a3""},{""games"":5,""share"":0.0025693730729701952,""uci"":""f1e1""},{""games"":4,""share"":0.0020554984583761563,""uci"":""c3d5""},{""games"":3,""share"":0.001541623843782117,""uci"":""f3g5""},{""games"":2,""share"":0.0010277492291880781,""uci"":""c3b5""},{""games"":2,""share"":0.0010277492291880781,""uci"":""h2h3""},{""games"":1,""share"":0.0005138746145940391,""uci"":""c3a4""},{""games"":1,""share"":0.0005138746145940391,""uci"":""b3c2""}]",0.0003571997124394155,0.024712843717368604,443,1.0,0.022636765220047372,0.8966933518969719,1946,1.0
2kr1b1r/pppq1ppp/1nn1p3/4Pb2/2PP4/2N1BN2/PP2B1PP/R2Q1RK1 b - -,2kr1b1r/pppq1ppp/1nn1p3/4Pb2/2PP4/2N1BN2/PP2B1PP/R2Q1RK1 b - - 5 11,1681,1681,1.0,"[{""games"":794,""share"":0.4723378941106484,""uci"":""f5g4""},{""games"":639,""share"":0.3801308744794765,""uci"":""f7f6""},{""games"":84,""share"":0.049970255800118976,""uci"":""f8e7""},{""games"":80,""share"":0.04759071980963712,""uci"":""h7h6""},{""games"":31,""share"":0.018441403926234383,""uci"":""c8b8""},{""games"":23,""share"":0.013682331945270671,""uci"":""f8b4""},{""games"":9,""share"":0.005353955978584176,""uci"":""c6b4""},{""games"":8,""share"":0.004759071980963712,""uci"":""h7h5""},{""games"":6,""share"":0.003569303985722784,""uci"":""c6a5""},{""games"":3,""share"":0.001784651992861392,""uci"":""d7e8""},{""games"":2,""share"":0.001189767995240928,""uci"":""f5g6""},{""games"":1,""share"":0.000594883997620464,""uci"":""f5e4""},{""games"":1,""share"":0.000594883997620464,""uci"":""a7a6""}]",0.016616261105732888,0.808040375913679,1681,1.0,,,9,1.0
2kr1b1r/pppq1ppp/1nn1p3/4Pb2/2PP4/2N1BN2/PP2B1PP/R2QK2R w KQ -,2kr1b1r/pppq1ppp/1nn1p3/4Pb2/2PP4/2N1BN2/PP2B1PP/R2QK2R w KQ - 4 11,1990,1990,1.0,"[{""games"":1429,""share"":0.7180904522613065,""uci"":""e1h1""},{""games"":234,""share"":0.11758793969849246,""uci"":""d1d2""},{""games"":100,""share"":0.05025125628140704,""uci"":""c4c5""},{""games"":89,""share"":0.04472361809045226,""uci"":""h2h3""},{""games"":53,""share"":0.026633165829145728,""uci"":""a2a4""},{""games"":41,""share"":0.020603015075376884,""uci"":""a2a3""},{""games"":26,""share"":0.01306532663316583,""uci"":""d4d5""},{""games"":8,""share"":0.004020100502512563,""uci"":""d1b3""},{""games"":3,""share"":0.001507537688442211,""uci"":""e1f1""},{""games"":2,""share"":0.0010050251256281408,""uci"":""f3h4""},{""games"":1,""share"":0.0005025125628140704,""uci"":""c3b5""},{""games"":1,""share"":0.0005025125628140704,""uci"":""b2b4""},{""games"":1,""share"":0.0005025125628140704,""uci"":""e2d3""},{""games"":1,""share"":0.0005025125628140704,""uci"":""b2b3""},{""games"":1,""share"":0.0005025125628140704,""uci"":""a1c1""}]",0.016616261105732888,0.808040375913679,1681,1.0,0.020366398649426187,0.8708318830490777,561,0.2819095477386935
2kr3r/ppp2ppp/1bn1bPq1/6N1/2ppNPP1/8/PPP4P/R1BQR1K1 w - -,2kr3r/ppp2ppp/1bn1bPq1/6N1/2ppNPP1/8/PPP4P/R1BQR1K1 w - - 1 14,73,73,1.0,"[{""games"":70,""share"":0.958904109589041,""uci"":""f4f5""},{""games"":1,""share"":0.0136986301369863,""uci"":""f6g7""},{""games"":1,""share"":0.0136986301369863,""uci"":""h2h4""},{""games"":1,""share"":0.0136986301369863,""uci"":""d1f3""}]",0.001193377894286085,0.06773407587887226,70,1.0,0.004665531534195799,0.27838496345283675,73,1.0
2kr3r/pppqbppp/1nn1p3/4Pb2/2PP4/2N1BN2/PP2B1PP/R2Q1RK1 w - -,2kr3r/pppqbppp/1nn1p3/4Pb2/2PP4/2N1BN2/PP2B1PP/R2Q1RK1 w - - 6 12,296,296,1.0,"[{""games"":71,""share"":0.23986486486486486,""uci"":""a2a4""},{""games"":57,""share"":0.19256756756756757,""uci"":""a2a3""},{""games"":57,""share"":0.19256756756756757,""uci"":""d1d2""},{""games"":31,""share"":0.10472972972972973,""uci"":""c4c5""},{""games"":31,""share"":0.10472972972972973,""uci"":""d4d5""},{""games"":16,""share"":0.05405405405405406,""uci"":""h2h3""},{""games"":9,""share"":0.030405405405405407,""uci"":""d1b3""},{""games"":8,""share"":0.02702702702702703,""uci"":""b2b3""},{""games"":5,""share"":0.016891891891891893,""uci"":""d1e1""},{""games"":2,""share"":0.006756756756756757,""uci"":""d1a4""},{""games"":2,""share"":0.006756756756756757,""uci"":""d1c1""},{""games"":2,""share"":0.006756756756756757,""uci"":""g1h1""},{""games"":2,""share"":0.006756756756756757,""uci"":""a1c1""},{""games"":1,""share"":0.0033783783783783786,""uci"":""e3f2""},{""games"":1,""share"":0.0033783783783783786,""uci"":""c3b5""},{""games"":1,""share"":0.0033783783783783786,""uci"":""e2d3""}]",0.02790393195378449,0.9367908109989558,73,1.0,0.015136738112705439,0.7741037243299687,296,1.0
2rq1rk1/pp1bppbp/2np1np1/8/2BNP3/2N1BP2/PPPQ2PP/2KR3R w - -,2rq1rk1/pp1bppbp/2np1np1/8/2BNP3/2N1BP2/PPPQ2PP/2KR3R w - - 7 11,29003,29003,1.0,"[{""games"":25229,""share"":0.869875530117574,""uci"":""c4b3""},{""games"":1278,""share"":0.04406440713029686,""uci"":""c1b1""},{""games"":682,""share"":0.023514808812881427,""uci"":""g2g4""},{""games"":585,""share"":0.020170327207530255,""uci"":""h2h4""},{""games"":584,""share"":0.02013584801572251,""uci"":""d4c6""},{""games"":230,""share"":0.007930214115781126,""uci"":""c4e2""},{""games"":179,""share"":0.00617177533358618,""uci"":""e3h6""},{""games"":62,""share"":0.0021377098920801296,""uci"":""a2a3""},{""games"":44,""share"":0.001517084439540737,""uci"":""c4d3""},{""games"":26,""share"":0.0008964589870013447,""uci"":""d4b3""},{""games"":24,""share"":0.0008275006033858567,""uci"":""d4e2""},{""games"":10,""share"":0.00034479191807744024,""uci"":""c3d5""},{""games"":10,""share"":0.00034479191807744024,""uci"":""c4d5""},{""games"":8,""share"":0.0002758335344619522,""uci"":""c4b5""},{""games"":7,""share"":0.0002413543426542082,""uci"":""h1e1""},{""games"":7,""share"":0.0002413543426542082,""uci"":""c4f1""},{""games"":7,""share"":0.0002413543426542082,""uci"":""d4b5""},{""games"":6,""share"":0.00020687515084646417,""uci"":""b2b3""},{""games"":4,""share"":0.0001379167672309761,""uci"":""h2h3""},{""games"":4,""share"":0.0001379167672309761,""uci"":""f3f4""},{""games"":4,""share"":0.0001379167672309761,""uci"":""d1g1""},{""games"":3,""share"":0.00010343757542323209,""uci"":""d2e2""},{""games"":2,""share"":6.895838361548805e-05,""uci"":""h1f1""},{""games"":2,""share"":6.895838361548805e-05,""uci"":""c3e2""},{""games"":2,""share"":6.895838361548805e-05,""uci"":""d2d3""},{""games"":1,""share"":3.4479191807744024e-05,""uci"":""e4e5""},{""games"":1,""share"":3.4479191807744024e-05,""uci"":""c3b5""},{""games"":1,""share"":3.4479191807744024e-05,""uci"":""g2g3""},{""games"":1,""share"":3.4479191807744024e-05,""uci"":""e3g5""}]",0.016321632015381837,0.8011834319526627,267,1.0,0.019426187547359974,0.8578141315697877,29003,1.0
2rq1rk1/pp1bppbp/2np1np1/8/3NP3/1BN1BP2/PPPQ2PP/2KR3R b - -,2rq1rk1/pp1bppbp/2np1np1/8/3NP3/1BN1BP2/PPPQ2PP/2KR3R b - - 8 11,35902,35902,1.0,"[{""games"":18167,""share"":0.5060163779176647,""uci"":""c6e5""},{""games"":8037,""share"":0.22385939501977606,""uci"":""c6d4""},{""games"":3499,""share"":0.09745975154587488,""uci"":""a7a6""},{""games"":3347,""share"":0.09322600412233302,""uci"":""c6a5""},{""games"":1050,""share"":0.029246281544203667,""uci"":""d8a5""},{""games"":941,""share"":0.026210238983900618,""uci"":""a7a5""},{""games"":357,""share"":0.009943735725029247,""uci"":""f8e8""},{""games"":115,""share"":0.003203164169127068,""uci"":""h7h5""},{""games"":105,""share"":0.0029246281544203665,""uci"":""b7b5""},{""games"":66,""share"":0.0018383376970642303,""uci"":""d8c7""},{""games"":60,""share"":0.0016712160882402095,""uci"":""c6b4""},{""games"":32,""share"":0.000891315247061445,""uci"":""e7e5""},{""games"":28,""share"":0.0007799008411787644,""uci"":""b7b6""},{""games"":16,""share"":0.0004456576235307225,""uci"":""e7e6""},{""games"":14,""share"":0.0003899504205893822,""uci"":""d6d5""},{""games"":12,""share"":0.0003342432176480419,""uci"":""f6e8""},{""games"":11,""share"":0.0003063896161773717,""uci"":""f6h5""},{""games"":10,""share"":0.0002785360147067016,""uci"":""d8b6""},{""games"":7,""share"":0.0001949752102946911,""uci"":""g8h8""},{""games"":6,""share"":0.00016712160882402096,""uci"":""d7e6""},{""games"":6,""share"":0.00016712160882402096,""uci"":""c8b8""},{""games"":4,""share"":0.00011141440588268063,""uci"":""d8e8""},{""games"":3,""share"":8.356080441201048e-05,""uci"":""c8c7""},{""games"":3,""share"":8.356080441201048e-05,""uci"":""d7e8""},{""games"":2,""share"":5.5707202941340315e-05,""uci"":""f6e4""},{""games"":2,""share"":5.5707202941340315e-05,""uci"":""c8a8""},{""games"":2,""share"":5.5707202941340315e-05,""uci"":""c6b8""}]",0.006808173719920263,0.42227636616776887,35902,1.0,0.0062504709175578155,0.38461538461538464,22460,1.0
2rq1rk1/pp1bppbp/3p1np1/8/3BP3/1BN2P2/PPPQ2PP/2KR3R b - -,2rq1rk1/pp1bppbp/3p1np1/8/3BP3/1BN2P2/PPPQ2PP/2KR3R b - - 0 12,9022,9022,1.0,"[{""games"":7660,""share"":0.8490356905342497,""uci"":""b7b5""},{""games"":467,""share"":0.05176235867878519,""uci"":""a7a5""},{""games"":372,""share"":0.041232542673464864,""uci"":""a7a6""},{""games"":195,""share"":0.021613832853025938,""uci"":""d8a5""},{""games"":88,""share"":0.009753934825980935,""uci"":""d7e6""},{""games"":68,""share"":0.007537131456439814,""uci"":""b7b6""},{""games"":51,""share"":0.005652848592329861,""uci"":""e7e5""},{""games"":39,""share"":0.004322766570605188,""uci"":""d8c7""},{""games"":29,""share"":0.0032143648858346265,""uci"":""d7c6""},{""games"":9,""share"":0.0009975615162935048,""uci"":""f6h5""},{""games"":8,""share"":0.0008867213478164486,""uci"":""h7h5""},{""games"":6,""share"":0.0006650410108623365,""uci"":""f8e8""},{""games"":6,""share"":0.0006650410108623365,""uci"":""f6e8""},{""games"":5,""share"":0.0005542008423852804,""uci"":""e7e6""},{""games"":5,""share"":0.0005542008423852804,""uci"":""h7h6""},{""games"":4,""share"":0.0004433606739082243,""uci"":""c8c3""},{""games"":2,""share"":0.00022168033695411216,""uci"":""c8c6""},{""games"":1,""share"":0.00011084016847705608,""uci"":""d6d5""},{""games"":1,""share"":0.00011084016847705608,""uci"":""d8b6""},{""games"":1,""share"":0.00011084016847705608,""uci"":""d8e8""},{""games"":1,""share"":0.00011084016847705608,""uci"":""d7e8""},{""games"":1,""share"":0.00011084016847705608,""uci"":""f6e4""},{""games"":1,""share"":0.00011084016847705608,""uci"":""d7a4""},{""games"":1,""share"":0.00011084016847705608,""uci"":""c8c7""},{""games"":1,""share"":0.00011084016847705608,""uci"":""d7b5""}]",0.0026653805887226767,0.1500522102332057,9022,1.0,0.01662682624302214,0.808284023668639,7674,1.0
2rq1rk1/pp1bppbp/3p1np1/8/3nP3/1BN1BP2/PPPQ2PP/2KR3R w - -,2rq1rk1/pp1bppbp/3p1np1/8/3nP3/1BN1BP2/PPPQ2PP/2KR3R w - - 0 12,8034,8034,1.0,"[{""games"":7972,""share"":0.9922827981080409,""uci"":""e3d4""},{""games"":29,""share"":0.0036096589494647746,""uci"":""d2d4""},{""games"":17,""share"":0.0021160069703759026,""uci"":""c1b1""},{""games"":13,""share"":0.0016181229773462784,""uci"":""h2h4""},{""games"":2,""share"":0.00024894199651481205,""uci"":""g2g4""},{""games"":1,""share"":0.00012447099825740602,""uci"":""e3h6""}]",0.0026653805887226767,0.1500522102332057,9022,1.0,0.0008936695832521546,0.052001392272885485,8034,1.0
4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP1N1P1P/R3R1K1 b - -,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP1N1P1P/R3R1K1 b - - 6 17,2384,2384,1.0,"[{""games"":876,""share"":0.3674496644295302,""uci"":""f7f5""},{""games"":671,""share"":0.28145973154362414,""uci"":""e8e6""},{""games"":312,""share"":0.13087248322147652,""uci"":""g8h8""},{""games"":221,""share"":0.09270134228187919,""uci"":""h3h5""},{""games"":100,""share"":0.04194630872483222,""uci"":""d5e3""},{""games"":57,""share"":0.023909395973154363,""uci"":""g4f5""},{""games"":43,""share"":0.018036912751677854,""uci"":""h7h5""},{""games"":34,""share"":0.014261744966442953,""uci"":""e8e7""},{""games"":31,""share"":0.013003355704697987,""uci"":""d5f4""},{""games"":13,""share"":0.005453020134228188,""uci"":""a6a5""},{""games"":7,""share"":0.002936241610738255,""uci"":""d6f4""},{""games"":5,""share"":0.0020973154362416107,""uci"":""d5f6""},{""games"":3,""share"":0.0012583892617449664,""uci"":""h7h6""},{""games"":3,""share"":0.0012583892617449664,""uci"":""e8e3""},{""games"":2,""share"":0.0008389261744966443,""uci"":""f7f6""},{""games"":2,""share"":0.0008389261744966443,""uci"":""b5b4""},{""games"":2,""share"":0.0008389261744966443,""uci"":""g4f3""},{""games"":1,""share"":0.00041946308724832214,""uci"":""g7g5""},{""games"":1,""share"":0.00041946308724832214,""uci"":""d6g3""}]",0.009683880982609527,0.5778976679429169,2384,1.0,0.010774693079866615,0.6311869126348765,306,1.0
4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1 w - -,4rrk1/5ppp/p1pb4/1p1n4/3P2b1/1BPQB1Pq/PP3P1P/RN2R1K1 w - - 5 17,2790,2790,1.0,"[{""games"":2383,""share"":0.8541218637992831,""uci"":""b1d2""},{""games"":287,""share"":0.1028673835125448,""uci"":""d3f1""},{""games"":84,""share"":0.030107526881720432,""uci"":""b3d5""},{""games"":18,""share"":0.0064516129032258064,""uci"":""a2a4""},{""games"":6,""share"":0.002150537634408602,""uci"":""b3c2""},{""games"":6,""share"":0.002150537634408602,""uci"":""b3d1""},{""games"":4,""share"":0.0014336917562724014,""uci"":""d3d2""},{""games"":1,""share"":0.00035842293906810036,""uci"":""b1a3""},{""games"":1,""share"":0.00035842293906810036,""uci"":""f2f4""}]",0.009683880982609527,0.5778976679429169,2384,1.0,0.0027691134605123957,0.15485555168813087,2790,1.0
5rk1/5ppp/p1pbr3/1p1n3q/P2P2b1/1BPQB1P1/1P1N1P1P/R3R1K1 w - -,5rk1/5ppp/p1pbr3/1p1n3q/P2P2b1/1BPQB1P1/1P1N1P1P/R3R1K1 w - - 1 19,95,95,1.0,"[{""games"":80,""share"":0.8421052631578947,""uci"":""a4b5""},{""games"":7,""share"":0.07368421052631578,""uci"":""b3d5""},{""games"":3,""share"":0.031578947368421054,""uci"":""d2f1""},{""games"":2,""share"":0.021052631578947368,""uci"":""d3f1""},{""games"":1,""share"":0.010526315789473684,""uci"":""d2e4""},{""games"":1,""share"":0.010526315789473684,""uci"":""d3c4""},{""games"":1,""share"":0.010526315789473684,""uci"":""f2f4""}]",0.0016703523603619486,0.09091541942220675,80,1.0,0.005461310130930319,0.33334493560737904,95,1.0
5rk1/5ppp/p1pbr3/1p1n4/3P2b1/1BPQB1Pq/PP1N1P1P/R3R1K1 w - -,5rk1/5ppp/p1pbr3/1p1n4/3P2b1/1BPQB1Pq/PP1N1P1P/R3R1K1 w - - 7 18,671,671,1.0,"[{""games"":341,""share"":0.5081967213114754,""uci"":""d3f1""},{""games"":194,""share"":0.28912071535022354,""uci"":""a2a4""},{""games"":75,""share"":0.11177347242921014,""uci"":""b3d5""},{""games"":15,""share"":0.022354694485842028,""uci"":""f2f4""},{""games"":15,""share"":0.022354694485842028,""uci"":""d2e4""},{""games"":11,""share"":0.01639344262295082,""uci"":""b3d1""},{""games"":8,""share"":0.011922503725782414,""uci"":""c3c4""},{""games"":7,""share"":0.010432190760059613,""uci"":""f2f3""},{""games"":3,""share"":0.004470938897168405,""uci"":""e3g5""},{""games"":1,""share"":0.0014903129657228018,""uci"":""b3c2""},{""games"":1,""share"":0.0014903129657228018,""uci"":""d2f1""}]",0.0009667536035015134,0.05562130177514793,341,1.0,0.015416382017589325,0.7807866341802994,671,1.0
5rk1/5ppp/p1pbr3/1p1n4/P2P2b1/1BPQB1Pq/1P1N1P1P/R3R1K1 b - -,5rk1/5ppp/p1pbr3/1p1n4/P2P2b1/1BPQB1Pq/1P1N1P1P/R3R1K1 b - - 0 18,196,196,1.0,"[{""games"":86,""share"":0.4387755102040816,""uci"":""f8e8""},{""games"":41,""share"":0.20918367346938777,""uci"":""d5e3""},{""games"":25,""share"":0.12755102040816327,""uci"":""f7f5""},{""games"":13,""share"":0.0663265306122449,""uci"":""b5a4""},{""games"":10,""share"":0.05102040816326531,""uci"":""e6h6""},{""games"":5,""share"":0.025510204081632654,""uci"":""b5b4""},{""games"":5,""share"":0.025510204081632654,""uci"":""h3h5""},{""games"":2,""share"":0.01020408163265306,""uci"":""d6f4""},{""games"":2,""share"":0.01020408163265306,""uci"":""g8h8""},{""games"":1,""share"":0.00510204081632653,""uci"":""e6g6""},{""games"":1,""share"":0.00510204081632653,""uci"":""h7h6""},{""games"":1,""share"":0.00510204081632653,""uci"":""h7h5""},{""games"":1,""share"":0.00510204081632653,""uci"":""d5f4""},{""games"":1,""share"":0.00510204081632653,""uci"":""e6e8""},{""games"":1,""share"":0.00510204081632653,""uci"":""g4f5""},{""games"":1,""share"":0.00510204081632653,""uci"":""f8b8""}]",0.027919318542087512,0.9372084928646015,196,1.0,0.005461310130930319,0.33334493560737904,95,1.0
B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk - 0 5,2617,2617,1.0,"[{""games"":2598,""share"":0.9927397783721819,""uci"":""d8a8""},{""games"":9,""share"":0.003439052350019106,""uci"":""d8b8""},{""games"":4,""share"":0.0015284677111196026,""uci"":""d4d3""},{""games"":2,""share"":0.0007642338555598013,""uci"":""d7c5""},{""games"":2,""share"":0.0007642338555598013,""uci"":""g8f6""},{""games"":1,""share"":0.00038211692777990065,""uci"":""d7b6""},{""games"":1,""share"":0.00038211692777990065,""uci"":""d7e5""}]",0.001238782020873186,0.07086668987121476,2617,1.0,0.01868869965611175,0.8443090845805777,2598,1.0
N1bk1b1r/p2pq2p/1pnn2p1/3Qpp2/8/1B6/PPPP1PPP/R1B1K1NR w KQ -,N1bk1b1r/p2pq2p/1pnn2p1/3Qpp2/8/1B6/PPPP1PPP/R1B1K1NR w KQ - 0 11,723,723,1.0,"[{""games"":226,""share"":0.31258644536652835,""uci"":""d2d3""},{""games"":155,""share"":0.2143845089903181,""uci"":""a8b6""},{""games"":88,""share"":0.12171507607192254,""uci"":""d5f3""},{""games"":82,""share"":0.11341632088520055,""uci"":""g1e2""},{""games"":63,""share"":0.08713692946058091,""uci"":""g1f3""},{""games"":53,""share"":0.07330567081604426,""uci"":""h2h4""},{""games"":32,""share"":0.04426002766251729,""uci"":""d5d3""},{""games"":9,""share"":0.012448132780082987,""uci"":""d2d4""},{""games"":4,""share"":0.005532503457814661,""uci"":""c2c3""},{""games"":4,""share"":0.005532503457814661,""uci"":""g1h3""},{""games"":3,""share"":0.004149377593360996,""uci"":""b3a4""},{""games"":1,""share"":0.0013831258644536654,""uci"":""a8c7""},{""games"":1,""share"":0.0013831258644536654,""uci"":""c2c4""},{""games"":1,""share"":0.0013831258644536654,""uci"":""f2f3""},{""games"":1,""share"":0.0013831258644536654,""uci"":""a2a4""}]",0.0,0.003480682213713888,155,1.0,0.015216669748207123,0.7763661677688827,723,1.0
N1bk1b1r/pp1pq2p/2nn2p1/3Qpp2/8/1B6/PPPP1PPP/R1B1K1NR b KQ -,N1bk1b1r/pp1pq2p/2nn2p1/3Qpp2/8/1B6/PPPP1PPP/R1B1K1NR b KQ - 0 10,852,852,1.0,"[{""games"":723,""share"":0.8485915492957746,""uci"":""b7b6""},{""games"":45,""share"":0.0528169014084507,""uci"":""f8g7""},{""games"":42,""share"":0.04929577464788732,""uci"":""c6b4""},{""games"":16,""share"":0.018779342723004695,""uci"":""c6d4""},{""games"":8,""share"":0.009389671361502348,""uci"":""f8h6""},{""games"":6,""share"":0.007042253521126761,""uci"":""e5e4""},{""games"":4,""share"":0.004694835680751174,""uci"":""d6e4""},{""games"":2,""share"":0.002347417840375587,""uci"":""e7g5""},{""games"":2,""share"":0.002347417840375587,""uci"":""a7a6""},{""games"":1,""share"":0.0011737089201877935,""uci"":""e7h4""},{""games"":1,""share"":0.0011737089201877935,""uci"":""d6e8""},{""games"":1,""share"":0.0011737089201877935,""uci"":""d6b5""},{""games"":1,""share"":0.0011737089201877935,""uci"":""e7f6""}]",0.010508662168756233,0.6174382178907066,852,1.0,0.015216669748207123,0.7763661677688827,723,1.0
q3kbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQk -,q3kbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQk - 0 6,2598,2598,1.0,"[{""games"":2231,""share"":0.8587374903772133,""uci"":""f2f3""},{""games"":322,""share"":0.123941493456505,""uci"":""g1f3""},{""games"":15,""share"":0.005773672055427252,""uci"":""d2d3""},{""games"":11,""share"":0.004234026173979984,""uci"":""h2h3""},{""games"":9,""share"":0.003464203233256351,""uci"":""d1a4""},{""games"":4,""share"":0.001539645881447267,""uci"":""f2f4""},{""games"":3,""share"":0.0011547344110854503,""uci"":""e2e3""},{""games"":2,""share"":0.0007698229407236335,""uci"":""d1b3""},{""games"":1,""share"":0.00038491147036181676,""uci"":""b1a3""}]",0.018658534427947515,0.8440654368256179,2230,1.0,0.01868869965611175,0.8443090845805777,2598,1.0
