position_epd,fen,total_games,covered_games,coverage,moves_json,white_practical_gamble_raw,white_practical_gamble,white_practical_gamble_games,white_practical_gamble_coverage,black_practical_gamble_raw,black_practical_gamble,black_practical_gamble_games,black_practical_gamble_coverage
rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq - 0 3,37661,37661,1.0,"[{""games"":30223,""share"":0.8025012612516927,""uci"":""e5e4""},{""games"":2414,""share"":0.0640981386580282,""uci"":""c8g4""},{""games"":2009,""share"":0.053344308435782375,""uci"":""b8c6""},{""games"":1980,""share"":0.05257428108653514,""uci"":""e5d4""},{""games"":274,""share"":0.00727543081702557,""uci"":""c7c6""},{""games"":247,""share"":0.006558508802209182,""uci"":""f7f6""},{""games"":153,""share"":0.004062558083959534,""uci"":""g8f6""},{""games"":117,""share"":0.0031066620642043494,""uci"":""f8d6""},{""games"":79,""share"":0.0020976607100183214,""uci"":""c8e6""},{""games"":33,""share"":0.0008762380181089191,""uci"":""c7c5""},{""games"":29,""share"":0.0007700273492472319,""uci"":""h7h6""},{""games"":21,""share"":0.0005576060115238576,""uci"":""f7f5""},{""games"":15,""share"":0.00039829000823132684,""uci"":""b8d7""},{""games"":11,""share"":0.0002920793393696397,""uci"":""f8b4""},{""games"":10,""share"":0.0002655266721542179,""uci"":""h7h5""},{""games"":8,""share"":0.00021242133772337432,""uci"":""g8e7""},{""games"":6,""share"":0.00015931600329253072,""uci"":""d8h4""},{""games"":6,""share"":0.00015931600329253072,""uci"":""d8e7""},{""games"":5,""share"":0.00013276333607710895,""uci"":""d8d6""},{""games"":4,""share"":0.00010621066886168716,""uci"":""f8c5""},{""games"":3,""share"":7.965800164626536e-05,""uci"":""c8d7""},{""games"":3,""share"":7.965800164626536e-05,""uci"":""f8e7""},{""games"":3,""share"":7.965800164626536e-05,""uci"":""g7g6""},{""games"":2,""share"":5.310533443084358e-05,""uci"":""b7b6""},{""games"":2,""share"":5.310533443084358e-05,""uci"":""d8g5""},{""games"":1,""share"":2.655266721542179e-05,""uci"":""d8f6""},{""games"":1,""share"":2.655266721542179e-05,""uci"":""c8f5""},{""games"":1,""share"":2.655266721542179e-05,""uci"":""b8a6""},{""games"":1,""share"":2.655266721542179e-05,""uci"":""b7b5""}]",0.018621429564222525,0.8437521754263836,37661,1.0,0.0036954828861973654,0.21249564914723285,2008,1.0
rnbqkbnr/ppp2ppp/8/3pp3/3P4/2N1P3/PPP2PPP/R1BQKBNR b KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/3P4/2N1P3/PPP2PPP/R1BQKBNR b KQkq - 0 3,46328,46328,1.0,"[{""games"":22036,""share"":0.4756518735969608,""uci"":""e5e4""},{""games"":15878,""share"":0.3427300984285961,""uci"":""e5d4""},{""games"":4267,""share"":0.09210412709376618,""uci"":""b8c6""},{""games"":1162,""share"":0.025082023830081162,""uci"":""f8b4""},{""games"":890,""share"":0.019210844413745466,""uci"":""g8f6""},{""games"":479,""share"":0.010339319633914695,""uci"":""f7f6""},{""games"":343,""share"":0.0074037299257468485,""uci"":""c7c6""},{""games"":327,""share"":0.007058366430668279,""uci"":""c7c5""},{""games"":257,""share"":0.005547401139699534,""uci"":""c8e6""},{""games"":208,""share"":0.0044897254360214125,""uci"":""f8d6""},{""games"":133,""share"":0.0028708340528406148,""uci"":""c8f5""},{""games"":64,""share"":0.0013814539803142809,""uci"":""b8d7""},{""games"":58,""share"":0.001251942669659817,""uci"":""a7a6""},{""games"":53,""share"":0.0011440165774477637,""uci"":""f7f5""},{""games"":39,""share"":0.0008418235192540149,""uci"":""d8e7""},{""games"":21,""share"":0.00045328958729062336,""uci"":""g8e7""},{""games"":17,""share"":0.0003669487135209808,""uci"":""d8f6""},{""games"":14,""share"":0.00030219305819374894,""uci"":""d8h4""},{""games"":12,""share"":0.0002590226213089276,""uci"":""d8d6""},{""games"":9,""share"":0.00019426696598169574,""uci"":""g8h6""},{""games"":8,""share"":0.0001726817475392851,""uci"":""c8g4""},{""games"":7,""share"":0.00015109652909687447,""uci"":""d8g5""},{""games"":6,""share"":0.0001295113106544638,""uci"":""f8e7""},{""games"":6,""share"":0.0001295113106544638,""uci"":""g7g6""},{""games"":5,""share"":0.00010792609221205319,""uci"":""c8d7""},{""games"":4,""share"":8.634087376964255e-05,""uci"":""b7b5""},{""games"":4,""share"":8.634087376964255e-05,""uci"":""h7h5""},{""games"":4,""share"":8.634087376964255e-05,""uci"":""a7a5""},{""games"":4,""share"":8.634087376964255e-05,""uci"":""b8a6""},{""games"":3,""share"":6.47556553272319e-05,""uci"":""g7g5""},{""games"":3,""share"":6.47556553272319e-05,""uci"":""h7h6""},{""games"":2,""share"":4.317043688482128e-05,""uci"":""b7b6""},{""games"":2,""share"":4.317043688482128e-05,""uci"":""e8e7""},{""games"":1,""share"":2.158521844241064e-05,""uci"":""f8c5""},{""games"":1,""share"":2.158521844241064e-05,""uci"":""e8d7""},{""games"":1,""share"":2.158521844241064e-05,""uci"":""f8a3""}]",0.010774894805744006,0.6312565262791507,46328,1.0,0.017612605792734937,0.8259658893143056,76706,1.0
rnbqkbnr/ppp2ppp/8/3pp3/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,65712,65712,1.0,"[{""games"":43895,""share"":0.6679906257608961,""uci"":""d4e5""},{""games"":5771,""share"":0.08782261991721452,""uci"":""e2e4""},{""games"":5093,""share"":0.07750486973459947,""uci"":""e2e3""},{""games"":4471,""share"":0.06803932310689068,""uci"":""g1f3""},{""games"":3450,""share"":0.0525018261504748,""uci"":""c1f4""},{""games"":594,""share"":0.009039444850255662,""uci"":""f2f3""},{""games"":534,""share"":0.008126369612856099,""uci"":""a2a3""},{""games"":403,""share"":0.006132822011200389,""uci"":""c1e3""},{""games"":317,""share"":0.004824080837594351,""uci"":""g2g3""},{""games"":294,""share"":0.004474068663257853,""uci"":""c3d5""},{""games"":164,""share"":0.002495738982225469,""uci"":""c1g5""},{""games"":162,""share"":0.0024653031409788166,""uci"":""f2f4""},{""games"":143,""share"":0.002176162649135622,""uci"":""h2h3""},{""games"":94,""share"":0.0014304845385926467,""uci"":""b2b3""},{""games"":78,""share"":0.0011869978086194303,""uci"":""d1d3""},{""games"":73,""share"":0.0011109082055028002,""uci"":""h2h4""},{""games"":53,""share"":0.0008065497930362795,""uci"":""c1d2""},{""games"":42,""share"":0.0006391526661796933,""uci"":""c3b5""},{""games"":30,""share"":0.0004565376186997809,""uci"":""a2a4""},{""games"":25,""share"":0.00038044801558315074,""uci"":""g1h3""},{""games"":8,""share"":0.00012174336498660823,""uci"":""g2g4""},{""games"":5,""share"":7.608960311663015e-05,""uci"":""b2b4""},{""games"":4,""share"":6.0871682493304114e-05,""uci"":""c3b1""},{""games"":3,""share"":4.565376186997809e-05,""uci"":""e1d2""},{""games"":2,""share"":3.0435841246652057e-05,""uci"":""d1d2""},{""games"":2,""share"":3.0435841246652057e-05,""uci"":""c3e4""},{""games"":1,""share"":1.5217920623326028e-05,""uci"":""c3a4""},{""games"":1,""share"":1.5217920623326028e-05,""uci"":""c1h6""}]",0.018399044621026928,0.8398886181691612,47908,1.0,0.027352136164605634,0.9347720153150018,65712,1.0
rnbqkbnr/ppp2ppp/8/3pp3/3PP3/8/PPP1QPPP/RNB1KBNR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/3PP3/8/PPP1QPPP/RNB1KBNR w KQkq - 0 4,10,10,1.0,"[{""games"":3,""share"":0.3,""uci"":""d4e5""},{""games"":2,""share"":0.2,""uci"":""e4d5""},{""games"":1,""share"":0.1,""uci"":""g1f3""},{""games"":1,""share"":0.1,""uci"":""c1d2""},{""games"":1,""share"":0.1,""uci"":""f2f4""},{""games"":1,""share"":0.1,""uci"":""e2b5""},{""games"":1,""share"":0.1,""uci"":""b1c3""}]",0.023053751259421662,0.901009397841977,60,1.0,,,10,1.0
rnbqkbnr/ppp2ppp/8/3pp3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,405225,405225,1.0,"[{""games"":261009,""share"":0.6441088284286508,""uci"":""d4e5""},{""games"":52434,""share"":0.12939478067740146,""uci"":""e4d5""},{""games"":25018,""share"":0.06173854031710778,""uci"":""g1f3""},{""games"":24199,""share"":0.059717440927879575,""uci"":""b1c3""},{""games"":19034,""share"":0.046971435622185205,""uci"":""c2c3""},{""games"":4283,""share"":0.010569436732679375,""uci"":""f2f4""},{""games"":3935,""share"":0.009710654574619039,""uci"":""f1d3""},{""games"":3879,""share"":0.00957245974458634,""uci"":""f2f3""},{""games"":3415,""share"":0.008427416867172558,""uci"":""c2c4""},{""games"":2000,""share"":0.004935529644024925,""uci"":""f1b5""},{""games"":1609,""share"":0.003970633598618051,""uci"":""c1e3""},{""games"":900,""share"":0.002220988339811216,""uci"":""f1c4""},{""games"":852,""share"":0.002102535628354618,""uci"":""d1h5""},{""games"":369,""share"":0.0009106052193225986,""uci"":""d1f3""},{""games"":355,""share"":0.0008760565118144241,""uci"":""b1d2""},{""games"":254,""share"":0.0006268122647911654,""uci"":""d1d3""},{""games"":212,""share"":0.000523166142266642,""uci"":""a2a3""},{""games"":211,""share"":0.0005206983774446295,""uci"":""d1e2""},{""games"":188,""share"":0.0004639397865383429,""uci"":""h2h3""},{""games"":139,""share"":0.00034301931025973226,""uci"":""g1e2""},{""games"":125,""share"":0.0003084706027515578,""uci"":""f1e2""},{""games"":111,""share"":0.0002739218952433833,""uci"":""c1g5""},{""games"":101,""share"":0.0002492442470232587,""uci"":""b2b3""},{""games"":87,""share"":0.0002146955395150842,""uci"":""g2g3""},{""games"":76,""share"":0.00018755012647294714,""uci"":""h2h4""},{""games"":71,""share"":0.00017521130236288482,""uci"":""g1h3""},{""games"":64,""share"":0.0001579369486087976,""uci"":""c1f4""},{""games"":56,""share"":0.0001381948300326979,""uci"":""d1d2""},{""games"":45,""share"":0.0001110494169905608,""uci"":""c1d2""},{""games"":42,""share"":0.00010364612252452341,""uci"":""a2a4""},{""games"":41,""share"":0.00010117835770251095,""uci"":""d1g4""},{""games"":31,""share"":7.650070948238632e-05,""uci"":""g2g4""},{""games"":25,""share"":6.169412055031155e-05,""uci"":""b2b4""},{""games"":17,""share"":4.195200197421186e-05,""uci"":""b1a3""},{""games"":14,""share"":3.454870750817447e-05,""uci"":""f1a6""},{""games"":12,""share"":2.9613177864149545e-05,""uci"":""e1e2""},{""games"":8,""share"":1.97421185760997e-05,""uci"":""c1h6""},{""games"":4,""share"":9.87105928804985e-06,""uci"":""e1d2""}]",0.018231229347931976,0.8370344587539158,265732,1.0,0.012442827510784682,0.6939088061260007,405225,1.0
rnbqkbnr/ppp2ppp/8/3pp3/3PPP2/8/PPP1Q1PP/RNB1KBNR b KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/3PPP2/8/PPP1Q1PP/RNB1KBNR b KQkq - 0 4,2,2,1.0,"[{""games"":1,""share"":0.5,""uci"":""g8f6""},{""games"":1,""share"":0.5,""uci"":""e5f4""}]",,,2,1.0,,,0,0.0
rnbqkbnr/ppp2ppp/8/3pp3/3PPP2/8/PPP3PP/RNBQKBNR b KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/3PPP2/8/PPP3PP/RNBQKBNR b KQkq - 0 3,43664,43664,1.0,"[{""games"":21231,""share"":0.4862358006595823,""uci"":""d5e4""},{""games"":10309,""share"":0.23609838768779773,""uci"":""e5f4""},{""games"":7085,""share"":0.16226181751557348,""uci"":""e5d4""},{""games"":1279,""share"":0.029291865152070357,""uci"":""b8c6""},{""games"":1142,""share"":0.026154268962990106,""uci"":""g8f6""},{""games"":783,""share"":0.017932392817882007,""uci"":""c7c5""},{""games"":677,""share"":0.01550476364968853,""uci"":""f7f5""},{""games"":274,""share"":0.006275192378160498,""uci"":""c7c6""},{""games"":248,""share"":0.005679736167094174,""uci"":""f7f6""},{""games"":235,""share"":0.005382008061561011,""uci"":""d8h4""},{""games"":125,""share"":0.0028627702455111762,""uci"":""f8b4""},{""games"":81,""share"":0.0018550751190912422,""uci"":""f8d6""},{""games"":49,""share"":0.001122205936240381,""uci"":""c8g4""},{""games"":31,""share"":0.0007099670208867717,""uci"":""f8e7""},{""games"":24,""share"":0.0005496518871381459,""uci"":""c8e6""},{""games"":15,""share"":0.0003435324294613411,""uci"":""a7a6""},{""games"":15,""share"":0.0003435324294613411,""uci"":""g8h6""},{""games"":13,""share"":0.0002977281055331623,""uci"":""b8d7""},{""games"":6,""share"":0.00013741297178453647,""uci"":""g8e7""},{""games"":5,""share"":0.00011451080982044706,""uci"":""h7h5""},{""games"":5,""share"":0.00011451080982044706,""uci"":""g7g6""},{""games"":4,""share"":9.160864785635764e-05,""uci"":""b7b6""},{""games"":4,""share"":9.160864785635764e-05,""uci"":""f8c5""},{""games"":3,""share"":6.870648589226824e-05,""uci"":""d8d6""},{""games"":3,""share"":6.870648589226824e-05,""uci"":""g7g5""},{""games"":3,""share"":6.870648589226824e-05,""uci"":""h7h6""},{""games"":3,""share"":6.870648589226824e-05,""uci"":""d8e7""},{""games"":3,""share"":6.870648589226824e-05,""uci"":""a7a5""},{""games"":2,""share"":4.580432392817882e-05,""uci"":""b7b5""},{""games"":2,""share"":4.580432392817882e-05,""uci"":""c8f5""},{""games"":2,""share"":4.580432392817882e-05,""uci"":""d8f6""},{""games"":1,""share"":2.290216196408941e-05,""uci"":""d8g5""},{""games"":1,""share"":2.290216196408941e-05,""uci"":""e8e7""},{""games"":1,""share"":2.290216196408941e-05,""uci"":""f8a3""}]",0.04394512335980788,0.9817612252001392,43664,1.0,0.024292797037259173,0.9124608423250957,59131,1.0
rnbqkbnr/ppp2ppp/8/3pp3/4P3/1PN5/P1PP1PPP/R1BQKBNR b KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/4P3/1PN5/P1PP1PPP/R1BQKBNR b KQkq - 0 3,1705,1705,1.0,"[{""games"":1406,""share"":0.8246334310850439,""uci"":""d5d4""},{""games"":122,""share"":0.07155425219941348,""uci"":""d5e4""},{""games"":103,""share"":0.06041055718475073,""uci"":""g8f6""},{""games"":31,""share"":0.01818181818181818,""uci"":""c7c6""},{""games"":10,""share"":0.005865102639296188,""uci"":""f8b4""},{""games"":9,""share"":0.005278592375366569,""uci"":""b8c6""},{""games"":6,""share"":0.0035190615835777126,""uci"":""f8d6""},{""games"":4,""share"":0.002346041055718475,""uci"":""f8c5""},{""games"":3,""share"":0.0017595307917888563,""uci"":""f7f5""},{""games"":2,""share"":0.0011730205278592375,""uci"":""c8e6""},{""games"":2,""share"":0.0011730205278592375,""uci"":""a7a6""},{""games"":1,""share"":0.0005865102639296188,""uci"":""c7c5""},{""games"":1,""share"":0.0005865102639296188,""uci"":""g8e7""},{""games"":1,""share"":0.0005865102639296188,""uci"":""b7b5""},{""games"":1,""share"":0.0005865102639296188,""uci"":""f7f6""},{""games"":1,""share"":0.0005865102639296188,""uci"":""h7h6""},{""games"":1,""share"":0.0005865102639296188,""uci"":""c8g4""},{""games"":1,""share"":0.0005865102639296188,""uci"":""f8e7""}]",0.005757804088910745,0.3519665854507483,1705,1.0,0.019640869999784982,0.860633484162896,1423,1.0
rnbqkbnr/ppp2ppp/8/3pp3/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3,144595,144595,1.0,"[{""games"":82614,""share"":0.5713475569694665,""uci"":""e4d5""},{""games"":17833,""share"":0.1233306822504236,""uci"":""d2d4""},{""games"":9461,""share"":0.06543103150178084,""uci"":""g1f3""},{""games"":7956,""share"":0.0550226494692071,""uci"":""d2d3""},{""games"":7675,""share"":0.053079290431895985,""uci"":""f2f3""},{""games"":5257,""share"":0.03635672049517618,""uci"":""f1d3""},{""games"":3867,""share"":0.02674366333552336,""uci"":""d1c2""},{""games"":1550,""share"":0.010719596113281925,""uci"":""d1f3""},{""games"":1539,""share"":0.010643521560219924,""uci"":""d1b3""},{""games"":1308,""share"":0.009045955945917908,""uci"":""d1e2""},{""games"":992,""share"":0.006860541512500432,""uci"":""d1a4""},{""games"":863,""share"":0.005968394481136969,""uci"":""f1b5""},{""games"":581,""share"":0.004018119575365677,""uci"":""h2h3""},{""games"":573,""share"":0.003962792627684221,""uci"":""d1h5""},{""games"":540,""share"":0.0037345689684982193,""uci"":""f1c4""},{""games"":525,""share"":0.003630830941595491,""uci"":""f2f4""},{""games"":208,""share"":0.0014385006397178326,""uci"":""a2a4""},{""games"":191,""share"":0.0013209308758947405,""uci"":""b2b4""},{""games"":175,""share"":0.0012102769805318304,""uci"":""g2g3""},{""games"":160,""share"":0.001106538953629102,""uci"":""f1e2""},{""games"":152,""share"":0.0010512120059476468,""uci"":""c3c4""},{""games"":142,""share"":0.000982053321345828,""uci"":""g1e2""},{""games"":137,""share"":0.0009474739790449186,""uci"":""a2a3""},{""games"":88,""share"":0.000608596424496006,""uci"":""h2h4""},{""games"":77,""share"":0.0005325218714340054,""uci"":""b2b3""},{""games"":63,""share"":0.0004356997129914589,""uci"":""b1a3""},{""games"":37,""share"":0.0002558871330267298,""uci"":""g1h3""},{""games"":17,""share"":0.00011756976382309208,""uci"":""g2g4""},{""games"":6,""share"":4.149521076109133e-05,""uci"":""d1g4""},{""games"":6,""share"":4.149521076109133e-05,""uci"":""e1e2""},{""games"":2,""share"":1.3831736920363775e-05,""uci"":""f1a6""}]",0.016289488278579567,0.8004176818656457,37942,1.0,0.011016166370156677,0.6413156978767839,144595,1.0
rnbqkbnr/ppp2ppp/8/3pp3/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,451464,451464,1.0,"[{""games"":197809,""share"":0.43815010720677616,""uci"":""e4d5""},{""games"":56936,""share"":0.1261141530664682,""uci"":""b1c3""},{""games"":45684,""share"":0.10119079262133858,""uci"":""g1f3""},{""games"":31076,""share"":0.06883383835698971,""uci"":""f2f3""},{""games"":28127,""share"":0.06230175606471391,""uci"":""f2f4""},{""games"":21541,""share"":0.04771366044690164,""uci"":""b1d2""},{""games"":10748,""share"":0.023806992362624707,""uci"":""f1e2""},{""games"":9941,""share"":0.02201947442099481,""uci"":""d1f3""},{""games"":9035,""share"":0.020012669891730017,""uci"":""c2c3""},{""games"":8829,""share"":0.0195563765881665,""uci"":""d1e2""},{""games"":8328,""share"":0.01844665355377173,""uci"":""c1e3""},{""games"":4631,""share"":0.010257739266032287,""uci"":""h2h3""},{""games"":3100,""share"":0.006866549713819928,""uci"":""c2c4""},{""games"":2759,""share"":0.006111229245299736,""uci"":""g2g3""},{""games"":2230,""share"":0.004939485761876916,""uci"":""a2a3""},{""games"":2190,""share"":0.004850885120408272,""uci"":""c1d2""},{""games"":1772,""share"":0.003925008417060939,""uci"":""d1h5""},{""games"":1528,""share"":0.00338454450410221,""uci"":""d3d4""},{""games"":1528,""share"":0.00338454450410221,""uci"":""g1e2""},{""games"":1403,""share"":0.0031076674995126966,""uci"":""h2h4""},{""games"":775,""share"":0.001716637428454982,""uci"":""b2b3""},{""games"":435,""share"":0.0009635319759715061,""uci"":""c1g5""},{""games"":408,""share"":0.0009037265429801712,""uci"":""g2g4""},{""games"":222,""share"":0.0004917335601509755,""uci"":""g1h3""},{""games"":131,""share"":0.00029016710080980986,""uci"":""d1d2""},{""games"":83,""share"":0.0001838463310474368,""uci"":""a2a4""},{""games"":56,""share"":0.00012404089805610193,""uci"":""d1g4""},{""games"":50,""share"":0.0001107508018358053,""uci"":""c1f4""},{""games"":38,""share"":8.417060939521202e-05,""uci"":""b1a3""},{""games"":35,""share"":7.75255612850637e-05,""uci"":""b2b4""},{""games"":30,""share"":6.645048110148317e-05,""uci"":""e1e2""},{""games"":3,""share"":6.645048110148317e-06,""uci"":""c1h6""},{""games"":3,""share"":6.645048110148317e-06,""uci"":""e1d2""}]",0.010765323818636485,0.6306300034806822,214859,1.0,0.012928293908516908,0.7108945353289244,451464,1.0
rnbqkbnr/ppp2ppp/8/3pp3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,3404759,3404759,1.0,"[{""games"":1941876,""share"":0.5703416893824204,""uci"":""e4d5""},{""games"":729949,""share"":0.2143907982914503,""uci"":""f3e5""},{""games"":213857,""share"":0.06281120044032486,""uci"":""d2d4""},{""games"":179204,""share"":0.05263338756135163,""uci"":""b1c3""},{""games"":167642,""share"":0.04923755249637346,""uci"":""d2d3""},{""games"":64931,""share"":0.019070659626716606,""uci"":""f1c4""},{""games"":30258,""share"":0.008886972616857758,""uci"":""f1b5""},{""games"":27862,""share"":0.008183251736760223,""uci"":""f1d3""},{""games"":19101,""share"":0.005610088702313438,""uci"":""d1e2""},{""games"":19052,""share"":0.005595697081643664,""uci"":""c2c3""},{""games"":3345,""share"":0.0009824483906203053,""uci"":""f1e2""},{""games"":1899,""share"":0.0005577487275898235,""uci"":""h2h3""},{""games"":1542,""share"":0.00045289549128146807,""uci"":""c2c4""},{""games"":1399,""share"":0.0004108954554492697,""uci"":""f3g5""},{""games"":995,""share"":0.00029223801155970215,""uci"":""b2b3""},{""games"":638,""share"":0.00018738477525134673,""uci"":""g2g3""},{""games"":557,""share"":0.00016359454516457698,""uci"":""a2a3""},{""games"":218,""share"":6.402802665328147e-05,""uci"":""f3g1""},{""games"":123,""share"":3.612590494657625e-05,""uci"":""f3d4""},{""games"":75,""share"":2.202799082108308e-05,""uci"":""h2h4""},{""games"":48,""share"":1.409791412549317e-05,""uci"":""a2a4""},{""games"":46,""share"":1.3510501036930955e-05,""uci"":""b1a3""},{""games"":37,""share"":1.0867142138400985e-05,""uci"":""f3h4""},{""games"":33,""share"":9.692315961276555e-06,""uci"":""f1a6""},{""games"":27,""share"":7.930076695589909e-06,""uci"":""e1e2""},{""games"":25,""share"":7.342663607027693e-06,""uci"":""b2b4""},{""games"":13,""share"":3.8181850756544e-06,""uci"":""g2g4""},{""games"":7,""share"":2.055945809967754e-06,""uci"":""h1g1""}]",0.007725902840427179,0.47577445179255134,1949471,1.0,0.013966624281500306,0.7447267664462235,3404759,1.0
rnbqkbnr/ppp2ppp/8/3pp3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 1 3,94600,94600,1.0,"[{""games"":44463,""share"":0.4700105708245243,""uci"":""d5d4""},{""games"":21437,""share"":0.22660676532769555,""uci"":""d5e4""},{""games"":18496,""share"":0.19551797040169133,""uci"":""e5f4""},{""games"":5886,""share"":0.06221987315010571,""uci"":""g8f6""},{""games"":1316,""share"":0.013911205073995772,""uci"":""c7c6""},{""games"":932,""share"":0.009852008456659619,""uci"":""f8c5""},{""games"":500,""share"":0.005285412262156448,""uci"":""b8c6""},{""games"":479,""share"":0.005063424947145878,""uci"":""f8b4""},{""games"":406,""share"":0.0042917547568710355,""uci"":""d8h4""},{""games"":143,""share"":0.0015116279069767441,""uci"":""f8d6""},{""games"":118,""share"":0.0012473572938689218,""uci"":""c8e6""},{""games"":103,""share"":0.0010887949260042283,""uci"":""f7f5""},{""games"":67,""share"":0.000708245243128964,""uci"":""f8e7""},{""games"":62,""share"":0.0006553911205073996,""uci"":""f7f6""},{""games"":54,""share"":0.0005708245243128964,""uci"":""c8g4""},{""games"":36,""share"":0.00038054968287526425,""uci"":""g8e7""},{""games"":25,""share"":0.0002642706131078224,""uci"":""c7c5""},{""games"":12,""share"":0.00012684989429175475,""uci"":""g8h6""},{""games"":10,""share"":0.00010570824524312896,""uci"":""a7a6""},{""games"":8,""share"":8.456659619450317e-05,""uci"":""h7h5""},{""games"":8,""share"":8.456659619450317e-05,""uci"":""b8d7""},{""games"":6,""share"":6.342494714587737e-05,""uci"":""d8d6""},{""games"":6,""share"":6.342494714587737e-05,""uci"":""g7g6""},{""games"":5,""share"":5.285412262156448e-05,""uci"":""d8e7""},{""games"":4,""share"":4.228329809725158e-05,""uci"":""c8d7""},{""games"":4,""share"":4.228329809725158e-05,""uci"":""g7g5""},{""games"":4,""share"":4.228329809725158e-05,""uci"":""b7b6""},{""games"":3,""share"":3.171247357293869e-05,""uci"":""h7h6""},{""games"":2,""share"":2.114164904862579e-05,""uci"":""d8f6""},{""games"":1,""share"":1.0570824524312896e-05,""uci"":""b8a6""},{""games"":1,""share"":1.0570824524312896e-05,""uci"":""c8h3""},{""games"":1,""share"":1.0570824524312896e-05,""uci"":""d8g5""},{""games"":1,""share"":1.0570824524312896e-05,""uci"":""a7a5""},{""games"":1,""share"":1.0570824524312896e-05,""uci"":""c8f5""}]",0.009415428159709416,0.5653324051514097,94600,1.0,0.01912890607329576,0.8512356421858684,44478,1.0
